category,name,name_zh,description,price,spice_level,dietary_tags,allergens,is_featured,status
Sea Food Dishes,Shrimp and Mixed Vegetable,,"Dive into a symphony of flavours with our Shrimp and Mixed Vegetable medley. Tender shrimp are artfully paired with an assortment of vibrant, stir-fried vegetables, creating a dish that's as visually appealing as it is delicious. A celebration of freshness and taste that captures the essence of culinary craftsmanship.",14000,0,,,no,draft
Sea Food Dishes,Shrimps and Broccoli,,"Indulge in a taste of elegance with our Shrimp and Broccoli dish. Plump and succulent shrimp are paired with lightly steamed broccoli florets, creating a wholesome and flavourful combination. The delicate flavours of the shrimp harmonize with the freshness of the broccoli, offering a dish that's both satisfying and healthful.",15000,0,,,no,draft
Sea Food Dishes,Fried Shrimp Balls with Spicy,,"Embrace bold flavours with our Fried Shrimp Balls with Spicy Sauce. These delectable morsels feature plump shrimp rolled into crispy, golden balls and served with a tantalizing spicy sauce. Each bite is a fusion of textures and spices, making it a memorable choice for those seeking an exciting and flavourful culinary experience.",14000,0,,,no,draft
Sea Food Dishes,Shrimp with Black Been Sauce,,"Delight in a symphony of tastes with our Shrimp with Black Bean Sauce. Plump and succulent shrimp are stir-fried to perfection and paired with the rich and savoury flavours of black bean sauce. This dish offers a harmonious blend of textures and umami, creating a satisfying and memorable culinary journey",14000,0,,,no,draft
Sea Food Dishes,Shrimp and Cashew Nut,,"Experience a perfect pairing with our Shrimp and Cashew Nut dish. Plump and succulent shrimp are expertly stir-fried alongside crunchy cashew nuts, creating a delightful interplay of textures. The sauce binds these elements together, offering a savoury-sweet harmony that's sure to please your palate.",14000,0,,,no,draft
Sea Food Dishes,Hot Spicy Shrimp Sauce,,"Turn up the heat with our Hot Spicy Shrimp Sauce. Plump and succulent shrimp are infused with a fiery blend of spices, creating a dish that's not only delicious but also exhilarating. Each bite is a thrilling explosion of flavour, making this dish a favourite among spice enthusiasts.",14000,0,,,no,draft
Sea Food Dishes,Fried Shrimp Balls Sweet and Sour,,"indulge in a delightful blend of flavours with our Fried Shrimp Balls Sweet and Sour. Plump shrimp are transformed into crispy, golden balls and served with a tangy sweet and sour sauce. This dish offers a perfect harmony of textures and tastes, combining the crunch of the shrimp balls with the vibrant zing of the sauce.",14000,0,,,no,draft
Sea Food Dishes,Sizziling Prawns,,"Experience sizzling excitement with our Sizzling Prawns. Succulent prawns are cooked to perfection and presented on a sizzling platter, releasing an enticing aroma. The dish is a captivating sensory experience, offering both visual allure and a delectable taste of the sea.",15000,0,,,no,draft
Sea Food Dishes,Lobster with Black Bean Sauce,,"Lobster with Black Bean Sauce: Indulge in the luxurious taste of our Lobster with Black Bean Sauce, a dish that showcases the opulence of the sea married with the depth of traditional Chinese flavors. This exquisite creation features succulent lobster meat, carefully extracted from its shell and stir-fried with aromatic garlic, ginger, and scallions. The star of the dish, our savory black bean sauce, is a rich blend of fermented black beans, soy sauce, and a hint of Shaoxing wine, offering a complex flavor profile that perfectly complements the sweetness of the lobster. Each bite promises a symphony of textures and tastes, enhanced by the slight heat from fresh chili peppers and the earthy tones of the black bean sauce. Presented with elegance, this dish not only pleases the palate but also captivates the senses with its vibrant colors and enticing aroma. Ideal for a special occasion or a lavish feast, our Lobster with Black Bean Sauce is a testament to the art of fine Chinese cuisine, promising an unforgettable dining experience.",20500,0,,,no,draft
Sea Food Dishes,Lobster with Mushroom Sauce,,"Lobster with Mushroom Sauce: Experience the epitome of culinary elegance with our Lobster with Mushroom Sauce, a dish that harmoniously blends the ocean's bounty with the earthy richness of mushrooms. This gourmet offering features tender, succulent lobster tails, expertly prepared to preserve their natural juiciness and flavor. The lobster is then lavishly coated in a creamy mushroom sauce, crafted from a selection of the finest mushrooms, simmered in a rich broth with a touch of cream to achieve a velvety texture that complements the lobster's delicate taste. Enhanced with a whisper of garlic, a splash of white wine, and a hint of fresh herbs, this sauce elevates the dish to new heights of flavor complexity. Presented with a side of lightly sautéed greens, this dish is not only a feast for the taste buds but also a visual masterpiece that promises to enchant and delight. Perfect for those seeking a sophisticated dining experience, our Lobster with Mushroom Sauce is a testament to the refined simplicity of combining land and sea, offering an exquisite blend of textures and flavors that will leave you longing for more.",20500,0,,,no,draft
Sea Food Dishes,Lobster with Mixed Vegetables,,"Lobster with Mixed Vegetables: Revel in the vibrant and wholesome delicacy of our Lobster with Mixed Vegetables, a dish that epitomizes the fusion of sea's treasures with the bounty of the garden. This masterpiece starts with plump, juicy lobster tails, steamed or lightly grilled to perfection, preserving their natural sweetness and succulent texture. These heavenly pieces are then tossed together with a colorful medley of crisp, seasonal vegetables - including bell peppers, broccoli, snap peas, and carrots - all stir-fried to maintain their crunch and vivid hues.

The ensemble is lightly glazed with a delicate sauce that enhances but never overshadows the natural flavors of the ingredients. This sauce, a subtle blend of soy sauce, oyster sauce, and a hint of sesame oil, adds depth and a silky finish to the dish. Finished with a sprinkle of fresh scallions and cilantro for an added layer of freshness, our Lobster with Mixed Vegetables is a celebration of textures and flavors, offering a healthy, balanced, and utterly satisfying dining experience.

Perfect for those who appreciate the nuanced flavors of seafood combined with the crisp freshness of garden vegetables, this dish is a testament to the art of balancing diverse ingredients to create a harmonious and nutritious meal.",20500,0,,,no,draft
Sea Food Dishes,Lobster with Garlic Sauce in a Hot Plate,,"Lobster with Garlic Sauce in a Hot Plate: Immerse yourself in the aromatic allure of our Lobster with Garlic Sauce, served sizzling on a hot plate for an unforgettable dining spectacle. This dish features the king of the sea, the lobster, prepared with meticulous care to highlight its natural sweetness and tender texture. The lobster is sautéed with an abundance of finely minced garlic, creating a rich and fragrant base that permeates the succulent meat with its pungent, tantalizing aroma.

The garlic sauce, a masterful blend of soy sauce, a touch of sugar, and a hint of white pepper, is thickened to perfection, enveloping the lobster in a glossy, flavorful embrace. A splash of Shaoxing wine adds a layer of complexity and depth, enhancing the garlic's robust character without overpowering the lobster's delicate flavor.

Served on a hot plate, this dish arrives at your table bubbling and aromatic, promising a sensory experience that engages sight, smell, and taste. The heat from the plate continues to gently cook the sauce, ensuring every bite is infused with the warm, garlicky essence. Ideal for garlic lovers and those seeking a bold flavor profile, our Lobster with Garlic Sauce in a Hot Plate is a celebration of rich, comforting flavors, perfectly balanced to showcase the luxuriousness of lobster.",20500,0,,,no,draft
Sea Food Dishes,Calemari with Curry Sauce,,"Calamari with Curry Sauce: Tender calamari rings lightly battered and fried until golden, served with a rich, aromatic curry sauce that blends spices and coconut milk for a creamy, spicy kick. Perfect for those who love a touch of exotic flavor.",11500,0,,,no,draft
Sea Food Dishes,Calemari with Curry Sauce,,"Calamari with Garlic Sauce: Crispy fried calamari tossed in a savory garlic sauce, made with minced garlic, olive oil, and a hint of chili for a deliciously bold flavor. Ideal for garlic lovers seeking a crunchy, flavorful treat.",11500,0,,,no,draft
Sea Food Dishes,Calemari with Black Bean Sauce,,"Calamari with Black Bean Sauce: Tender calamari stir-fried with a savory black bean sauce, featuring fermented black beans, garlic, and a hint of ginger for a bold, flavorful experience. A perfect choice for enthusiasts of rich, umami flavors.",11500,0,,,no,draft
Sea Food Dishes,Shreded Calimari with Green Pepper,,"Our Shredded Calamari with Green Pepper features fresh calamari, carefully cleaned and cut into thin, tender strips. The calamari is lightly seasoned with a touch of salt, pepper, and a hint of garlic before being quickly stir-fried to preserve its delicate texture and natural sweetness.",12500,0,,,no,draft
Sea Food Dishes,Calamari in Chili Sauce,,"Our Calamari in Chili Sauce features fresh calamari, cut into rings or strips, and cooked to perfection. The calamari is lightly seasoned with salt and pepper, then quickly stir-fried to maintain its tender texture and natural sweetness.",12500,0,,,no,draft
Sea Food Dishes,Crab in Black Bean Sauce,,"Our Crab in Black Bean Sauce features fresh, succulent crab, typically cooked whole or in large pieces to retain its natural juices and tenderness. The crab is carefully prepared, with the shell cracked open to allow the rich flavors of the sauce to infuse the meat.",12500,0,,,no,draft
Sea Food Dishes,Crab with Ginger Spring Onions,,"Our Crab with Ginger and Spring Onions features fresh, succulent crab, typically cooked in large pieces to retain its tender meat and natural juices. The crab is lightly seasoned with salt and pepper, then stir-fried to perfection, allowing its sweet flavor to shine",12500,0,,,no,draft
Sea Food Dishes,Prawns in Chlli Sauce,,"Our Prawns in Chili Sauce features fresh, plump prawns that are carefully cleaned and deveined to ensure a tender and juicy bite. The prawns are lightly seasoned with salt and pepper, then quickly stir-fried or sautéed to maintain their natural sweetness and delicate texture.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Garlic Sauce,,"Our Prawns in Garlic Sauce features fresh, succulent prawns that are meticulously cleaned and deveined, ensuring a tender and juicy bite in every mouthful. The prawns are lightly seasoned with salt and pepper, then quickly stir-fried or sautéed to lock in their natural sweetness while retaining a firm texture.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Sweet and Sour Sauce,,"Our Prawns in Sweet and Sour Sauce features fresh, juicy prawns that are carefully cleaned and deveined to ensure a tender, plump bite. The prawns are lightly seasoned with salt and pepper and then quickly stir-fried or lightly battered and fried to achieve a crispy exterior while keeping the interior moist and flavorful.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Szechuan Sauce,,"Our Prawns in Szechuan Sauce features fresh prawns, meticulously cleaned and deveined to ensure a succulent and flavorful bite. The prawns are lightly seasoned and quickly stir-fried to retain their natural sweetness and achieve a tender, juicy texture.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Curry Suace,,"Our Prawns in Curry Sauce features plump, juicy prawns that are carefully cleaned and deveined to ensure a tender and flavorful bite. The prawns are lightly seasoned with salt and pepper, then quickly stir-fried or sautéed to lock in their natural sweetness and maintain their firm texture.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Black Bean Sauce,,"Our Prawns in Black Bean Sauce features fresh, juicy prawns that are carefully cleaned and deveined to ensure a tender and flavorful bite. The prawns are lightly seasoned and quickly stir-fried to maintain their natural sweetness and firm texture.",14000,0,,,no,draft
Sea Food Dishes,Prawns in Ginger and Oyster Sauce,,"Our Prawns in Ginger and Oyster Sauce features fresh, succulent prawns that are meticulously cleaned and deveined to ensure a tender and juicy bite. The prawns are lightly seasoned with salt and pepper and then quickly stir-fried or sautéed to lock in their natural sweetness while maintaining their firm, delicate texture.",14000,0,,,no,draft
Sea Food Dishes,Mixed Seafood in Chili Sauce,,"Our Mixed Seafood in Chili Sauce features an assortment of the finest seafood, including prawns, squid, scallops, and tender pieces of fish, each carefully selected for their freshness and flavor. The seafood is lightly seasoned and quickly stir-fried to maintain its natural sweetness and firm texture.",14500,0,,,no,draft
Sea Food Dishes,Prawns with Brocoli,,"Our Prawns with Broccoli features fresh prawns, carefully cleaned and deveined to ensure a tender and juicy bite. The prawns are lightly seasoned with salt and pepper, then quickly stir-fried to lock in their natural sweetness while maintaining a firm, delicate texture.",15000,0,,,no,draft
Sea Food Dishes,Fried Lobster with Ginger & Spring Onions,,"Our Fried Lobster with Ginger & Spring Onions features succulent lobster, expertly prepared to ensure a tender and juicy bite. The lobster is lightly seasoned and then stir-fried to achieve a perfect balance between a slightly crispy exterior and a moist, flavorful interior.",20500,0,,,no,draft
Sea Food Dishes,Freid Lobster in Chili Sauce,,"Our Fried Lobster in Chili Sauce features fresh lobster, carefully prepared to ensure each piece is juicy and tender. The lobster is lightly battered and quickly fried to create a slightly crispy exterior that locks in the lobster’s natural sweetness and delicate texture.",20500,0,,,no,draft
Nigerian Dishes,Coconut Rice,,"Coconut Bliss Rice Bowl:
Indulge in a tropical escape with our Coconut Bliss Rice Bowl. Fragrant jasmine rice delicately cooked in creamy coconut milk, infused with the essence of exotic spices. Topped with a medley of fresh vegetables and your choice of succulent protein, this dish promises a symphony of flavors that will transport your taste buds to paradise. Immerse yourself in the rich, velvety texture of coconut-infused rice, a culinary journey that captures the essence of the tropics in every satisfying bite.",3000,0,,,no,draft
Nigerian Dishes,Oriental Rice and Mixed Meat,,"Embark on a culinary journey with our Oriental Rice and Mixed Meat Fusion. Experience the perfect marriage of traditional Asian flavors and contemporary twists. Fragrant jasmine rice serves as the canvas for a tantalizing array of mixed meats, expertly wok-tossed to perfection. Savory slices of beef, succulent chicken, and tender shrimp mingle harmoniously with crisp vegetables in a symphony of taste and texture. The medley is elevated with our signature oriental sauce, creating a dish that transcends borders, bringing together the best of both worlds on your plate. Prepare to savor a delightful union of diverse culinary influences in every delightful bite.",4000,0,,,no,draft
Nigerian Dishes,Basmatic Rice with Maryland Sauce,,"Dive into a seafood lover's paradise with our Basmati Rice paired with Maryland Sauce. Immerse your senses in the rich, briny essence of the Chesapeake Bay as plump shrimp, sweet crab, and tender scallops mingle with aromatic Basmati rice. The Maryland Sauce, a harmonious blend of Old Bay seasoning, butter, and a hint of lemon, envelops the dish in a coastal symphony of flavors. Each spoonful promises a delightful journey to the shores of Maryland, where the freshest ingredients meet the warmth of southern hospitality. Succulent, savory, and simply unforgettable – this dish is a celebration of the sea in every mouthwatering bite.",5500,0,,,no,draft
Nigerian Dishes,Kidney Souce Served with Boild Yam and Plantain,,"**Savory Kidney Medley with Boiled Yam and Plantain:**
Embark on a journey of rich, robust flavors with our Kidney Source served alongside perfectly boiled yam and sweet plantains. Our chefs artfully combine tender kidney cuts with a savory medley of spices, creating a dish that is both hearty and satisfying. The velvety texture of the kidney is complemented by the softness of boiled yam and the sweetness of plantains. Each bite is a celebration of traditional flavors, offering a symphony of tastes that pay homage to culinary heritage. A comforting and wholesome dish, this combination promises a unique and delicious experience for your taste buds.",5500,0,,,no,draft
Nigerian Dishes,Green Spinach with Boiled Yam or Plantain,,"**Palak Harmony - Green Spinach Delight with Boiled Yam or Plantain:**
Immerse yourself in the vibrant world of flavors with our Palak Harmony, a delightful fusion of green spinach paired with your choice of boiled yam or plantain. Fresh spinach leaves, sautéed to perfection with aromatic spices and herbs, create a verdant symphony on your plate. The velvety texture of the spinach melds seamlessly with the hearty goodness of boiled yam or the sweet notes of plantain, offering a perfect balance of flavors and textures. This dish is not just a celebration of greens but a culinary ode to simplicity and wholesomeness. Dive into a world of freshness and nourishment with every wholesome bite.",3000,0,,,no,draft
Nigerian Dishes,Poached or Omelet Egg with Chips,,"Elevate your breakfast experience with our Poached or Omelet Egg served alongside crispy golden chips. Immerse yourself in the luscious allure of a perfectly poached egg or the delightful fluffiness of an expertly crafted omelet. Nestled alongside these culinary masterpieces are golden-brown chips, adding a satisfying crunch to each bite. The contrast of velvety egg and crisp chips creates a harmonious symphony of textures, while the rich, runny yolk or savory omelet unfolds a burst of flavors. A breakfast treat that transcends the ordinary, this dish is a testament to the artistry of simplicity and the joy of classic morning indulgence.",3000,0,,,no,draft
Nigerian Dishes,Scotced Egg with Oath,,"Highland Scotch Egg with Oat Crust:
Experience the epitome of culinary craftsmanship with our Highland Scotch Egg accompanied by a hearty oat crust. Immerse yourself in the rich flavors of a perfectly soft-boiled egg encased in a golden layer of seasoned sausage meat. This classic dish takes a Scottish twist with a crunchy oat crust, adding a delightful nuttiness to each bite. The marriage of textures, from the succulent sausage to the creamy egg and the rustic oat coating, creates a symphony of flavors that pays homage to traditional Scottish fare. Elevate your dining experience with this indulgent treat, a perfect blend of heritage and innovation on every plate.",2500,0,,,no,draft
Nigerian Dishes,Meat Ball Sauce & Couscous or Pasta,,"Savor the taste of the Mediterranean with our tantalizing Meatball Sauce paired with your choice of fluffy couscous or al dente pasta. Succulent meatballs, crafted with a blend of premium meats and aromatic spices, are bathed in a rich, savory sauce that captures the essence of Mediterranean cuisine. The dish offers a harmonious marriage of textures and flavors, as the tender meatballs are perfectly complemented by the light and fluffy couscous or the comforting embrace of pasta. Every forkful is a journey through the sun-kissed flavors of the Mediterranean, promising a dining experience that is both satisfying and soul-soothing.",2500,0,,,no,draft
Nigerian Dishes,Jollof Rice Served with Special Sauce and Boiled Egg,,"Indulge in a celebration of West African flavors with our Jollof Rice, served alongside a tantalizing Special Sauce and a perfectly boiled egg. Our Jollof Rice is a symphony of fragrant basmati rice, slow-cooked in a tomato and pepper-infused blend of spices that embody the heart of West African cuisine. The Special Sauce, a secret blend of herbs and aromatics, elevates the dish to new heights of culinary delight. A perfectly boiled egg crowns this creation, offering a creamy addition to the medley. Immerse yourself in the rich tapestry of flavors, textures, and colors that define this quintessential West African dish, creating an experience that's both comforting and exhilarating.",6000,0,,,no,draft
Nigerian Dishes,Ofada Served with Special Sauce and Boiled Egg,,"Experience the rich tapestry of Nigerian cuisine with our Ofada rice, served alongside a tantalizing Special Sauce and a perfectly boiled egg. Each grain of Ofada rice tells a story of tradition, carefully cooked to perfection and infused with the authentic flavors of Nigeria. The Special Sauce, a closely guarded culinary secret, harmonizes with the earthy notes of the Ofada rice, creating a symphony of taste. A boiled egg adds a creamy touch, completing this flavorful trio. Dive into the heart of Nigerian culinary heritage with this dish that not only satisfies the palate but also captures the essence of tradition in every delicious bite.",4500,0,,,no,draft
Nigerian Dishes,Yam Porridge Served with Beef and Fish,,"Delight your senses with our Yam Porridge, a hearty bowl of comfort served with a delectable combination of beef and fish. Velvety yam cubes simmered to perfection in a flavorful broth create a comforting base for this dish. Succulent beef slices and tender fish add a symphony of protein-rich goodness, elevating the porridge to a surf-and-turf extravaganza. The melding of textures, from the soft yam to the hearty meats and flaky fish, promises a fulfilling and satisfying culinary experience. Immerse yourself in the warmth and heartiness of this wholesome combination, a perfect balance of flavors that celebrates the essence of home-cooked goodness.",5000,0,,,no,draft
Nigerian Dishes,Plantain Porridge Served with Beef and Fish,,"Embark on a culinary journey with our Plantain Porridge, a divine fusion of sweet plantains served alongside a delectable combination of beef and fish. Immerse yourself in the symphony of flavors as soft, ripe plantains meld with savory beef and succulent fish. The porridge is a celebration of textures, where the natural sweetness of plantains harmonizes with the richness of the beef and the delicate flavors of the fish. This dish is a testament to the artistry of combining ingredients in perfect balance, creating a truly satisfying and wholesome dining experience. Indulge in the warmth and depth of this Plantain Paradise, a delightful ode to the heartiness of home-cooked perfection.",5000,0,,,no,draft
Fish Dishes,Braise Fish with Seasonal Vegetables and Roasted Chilli Sauce,,"Delight in culinary artistry with our Braised Fish with Seasonal Vegetables and Roasted Chilli Sauce. Tender fish is lovingly braised to perfection and served alongside a medley of fresh, seasonal vegetables. The dish is elevated by a tantalizing roasted chilli sauce, creating a symphony of flavours that showcases the essence of both land and sea.",12000,0,,,no,draft
Fish Dishes,Sizzling Fish in Hot Plate,,"Experience the thrill of our Sizzling Fish in Hot Plate. Tender fish fillets are cooked to perfection and presented on a sizzling hot plate, creating an enticing aroma and a visual feast. The dish combines sizzle, flavour, and texture for a memorable dining experience that's both exciting and satisfying.",12000,0,,,no,draft
Fish Dishes,Sliced Fish with Garlic Sauce in Hot Plate,,"Discover the allure of our Fish with Garlic Sauce in Hot Plate. Succulent fish fillets are expertly prepared and presented on a sizzling hot plate, releasing an aroma that beckons. The dish is elevated with a savoury garlic sauce that perfectly complements the delicate flavours of the fish, creating a sensory delight that's both flavourful and aromatic.",12000,0,,,no,draft
Fish Dishes,Whole Fish with Sweet and Sour Sauce in Hot Plate,,"Embark on a journey of flavours with our Fish with Sweet and Sour Sauce in Hot Plate. Tender fish fillets grace a sizzling hot plate, releasing an enticing aroma. The dish is elevated with a delightful sweet and sour sauce that strikes a perfect balance between tangy and savoury, creating a taste sensation that's both visually stunning and incredibly satisfying.",13000,0,,,no,draft
Fish Dishes,Fish with Black Beans and Hot Sauce,,"Experience a culinary delight with our Fish with Black Beans and Hot Sauce. Tender fish fillets are masterfully combined with the robust flavours of black beans and a fiery hot sauce. This dish offers a tantalizing blend of textures and tastes, creating a harmonious interplay of savoury richness and spicy heat",12000,0,,,no,draft
Fish Dishes,Fish Wiht Mixed Veggies,,"Our Fish with Mixed Vegetables features tender fillets of fresh fish, such as cod, tilapia, or sea bass, chosen for their mild flavor and flaky texture. The fish is lightly seasoned with salt, pepper, and a hint of lemon juice to enhance its natural taste without overpowering it.",12000,0,,,no,draft
Fish Dishes,Fish in Chilli Sauce,,"Our Fish in Chili Sauce features fresh fish fillets, such as snapper, cod, or tilapia, chosen for their mild flavor and firm, flaky texture. The fish is lightly seasoned with salt and pepper, then either pan-fried or steamed until just cooked, ensuring that it remains tender and juicy.",12000,0,,,no,draft
Fish Dishes,Fish in Szechuan Sauce,,"Our Fish in Szechuan Sauce begins with fresh fish fillets, such as tilapia, cod, or sea bass, chosen for their mild flavor and flaky texture. The fish is lightly seasoned and quickly pan-fried or steamed to retain its tenderness and delicate taste.",12000,0,,,no,draft
Fish Dishes,Whole Fish with Vegetables & Chili Sauce,,"Our Whole Fish with Vegetables & Chili Sauce features a whole fish, such as sea bass, snapper, or tilapia, carefully selected for its firm texture and sweet, mild flavor. The fish is expertly cleaned and scored to ensure even cooking and maximum flavor absorption. It is then either steamed or lightly fried to achieve a tender, flaky interior with a slightly crisp exterior.",13000,0,,,no,draft
Rice Dishes,Geogold Special Fried Rice,,"Indulge in a culinary masterpiece with our Geogold Special Fried Rice. Fragrant rice is wok-tossed to perfection, infused with a symphony of carefully selected ingredients and our signature flavours. This dish is a celebration of culinary expertise, offering a harmonious blend of tastes and textures that's sure to leave a lasting impression.",9000,0,,,no,draft
Rice Dishes,Vegetable Fried Rice,,"Experience the vibrant flavours of our Vegetable Fried Rice. Fragrant rice is skilfully wok-tossed with a colourful array of garden-fresh vegetables, creating a dish that's both wholesome and satisfying. Each forkful is a celebration of nature's bounty, delivering a taste of healthful indulgence.",7000,0,,,no,draft
Rice Dishes,Beef Fried Rice,,"Savour the hearty flavours of our Beef Fried Rice. Fragrant rice is skilfully wok-tossed with tender beef slices, creating a dish that's both satisfying and flavourful. This classic combination is a celebration of robust tastes and expert cooking techniques, offering a taste of comfort and culinary excellence.",7000,0,,,no,draft
Rice Dishes,Roast Pork Fried Rice,,"Indulge in the savoury goodness of our Roast Pork Fried Rice. Fragrant rice is expertly wok-tossed with succulent pieces of roast pork, infusing every grain with rich, smoky flavours. A delightful symphony of textures and tastes that captures the essence of comfort and culinary artistry in every bite.",7000,0,,,no,draft
Rice Dishes,Shrimp Fried Rice,,"Delight in the ocean's bounty with our Shrimp Fried Rice. Fragrant rice is wok-tossed to perfection, mingling with plump shrimp to create a dish that's a celebration of seafood flavours. Each bite is a harmonious blend of textures and tastes, delivering the essence of coastal indulgence in every mouth-watering forkful",8000,0,,,no,draft
Rice Dishes,Singapore Fried Rice,,"Embark on a culinary journey with our Singapore Fried Rice. Fragrant rice takes center stage, wok-tossed with an enticing blend of shrimp, vegetables, and aromatic spices. This dish captures the essence of Asian street food, offering a harmonious fusion of flavours that's both exciting and satisfying.",8000,0,,,no,draft
Rice Dishes,Steamed Rice,,"Experience simplicity at its best with our Steamed White Rice. Fluffy and perfectly cooked, this classic staple provides the perfect canvas for savouring the rich flavours of your favourite dishes. It's a timeless accompaniment that complements any culinary journey.",6000,0,,,no,draft
Rice Dishes,Sea Food Rice,,"Dive into a world of flavours with our Seafood Rice. Fragrant rice is expertly prepared and adorned with a medley of ocean's treasures, including succulent shrimp, tender pieces of fish, and more. This dish offers a symphony of seafood delights, creating a culinary masterpiece that's sure to satisfy seafood enthusiasts.",8000,0,,,no,draft
Rice Dishes,Egg Fried Rice,,"Egg Fried Rice: Fluffy, aromatic rice stir-fried with beaten eggs, spring onions, and a mix of vegetables, seasoned with soy sauce and sesame oil for a simple yet deliciously satisfying dish. Ideal for a versatile side or light main course.",7000,0,,,no,draft
Rice Dishes,Chicken Fried Rice,,"Our Chicken Fried Rice begins with perfectly cooked, long-grain rice that is cooled and then stir-fried to achieve a light, fluffy texture. The rice is seasoned with soy sauce, adding a savory depth of flavor, and a hint of sesame oil for a subtle, aromatic touch.",7000,0,,,no,draft
Cafe Pizza,Magarita Pizza: Cheese and Sause,,"Indulge in the simplicity of our Margherita Pizza. A classic creation featuring a thin, crispy crust topped with a luscious layer of melted cheese and a vibrant tomato sauce. With a burst of freshness from the basil leaves, this pizza offers a timeless combination that celebrates the essence of Italian cuisine.",9500,0,,,no,draft
Cafe Pizza,Geogold Special Pizza,,"Experience a taste sensation with our Geogold Special Pizza. A masterpiece of flavours, this pizza boasts a harmonious blend of tangy tomato sauce, gooey mozzarella cheese, savoury pepperoni, vibrant tomatoes, and crisp green peppers. Drizzled with olive oil and sprinkled with oregano, every bite is a journey through culinary excellence.",9500,0,,,no,draft
Cafe Pizza,Chiken Pizza (Big Size),,"Experience pizza perfection with our Chicken Pizza (Big Size). This indulgence features a hearty combination of succulent chicken, gooey mozzarella cheese, zesty onion, crisp green pepper, vibrant tomatoes, and the rich flavours of olive oil and oregano. Topped off with our savoury sauce, each slice offers a symphony of tastes that's truly unforgettable.",8500,0,,,no,draft
Cafe Pizza,Chicken Pizza Small Size,,"Experience pizza perfection with our Chicken Pizza (Big Size). This indulgence features a hearty combination of succulent chicken, gooey mozzarella cheese, zesty onion, crisp green pepper, vibrant tomatoes, and the rich flavours of olive oil and oregano. Topped off with our savoury sauce, each slice offers a symphony of tastes that's truly unforgettable.",6500,0,,,no,draft
Cafe Pizza,Sea Food Pizza,,"Embark on a culinary voyage with our Seafood Pizza (Big Size). A canvas of delight awaits, adorned with succulent shrimp, briny olives, gooey mozzarella cheese, vibrant green pepper, a touch of chili sauce for a kick, juicy tomatoes, zesty onion, fragrant oregano, and a drizzle of olive oil. This pizza is a symphony of oceanic and Mediterranean flavours, delivering a taste of gourmet indulgence.""",8500,0,,,no,draft
Cafe Pizza,Seafood Pizza Small,,"Embark on a culinary voyage with our Seafood Pizza (Small Size). A canvas of delight awaits, adorned with succulent shrimp, briny olives, gooey mozzarella cheese, vibrant green pepper, a touch of chili sauce for a kick, juicy tomatoes, zesty onion, fragrant oregano, and a drizzle of olive oil. This pizza is a symphony of oceanic and Mediterranean flavours, delivering a taste of gourmet indulgence.""",6500,0,,,no,draft
Cafe Pizza,Vegie Pizza Big Size,,"Embrace the garden's bounty with our Veggie Pizza. A colourful canvas of crisp crust adorned with a vibrant medley of fresh vegetables, including tomatoes, bell peppers, onions, and more. This pizza celebrates the beauty of nature's flavours, offering a wholesome and satisfying slice of culinary delight.",8500,0,,,no,draft
Cafe Pizza,Vegie Size Small,,"Embrace the garden's bounty with our Veggie Pizza. A colourful canvas of crisp crust adorned with a vibrant medley of fresh vegetables, including tomatoes, bell peppers, onions, and more. This pizza celebrates the beauty of nature's flavours, offering a wholesome and satisfying slice of culinary delight.",6500,0,,,no,draft
Salad,Chicken Salad,,"Experience a medley of flavors with our Chicken Salad. Grilled chicken breast mingles with crisp lettuce, refreshing cucumber, hearty cabbage, boiled egg, tender carrot, and sweet corn to create a symphony of textures. Topped with a creamy dressing featuring the richness of olive oil and the tang of balsamic vinegar, this salad is a wholesome and indulgent delight.""",12000,0,,,no,draft
Salad,Tuna Fish Salad,,"Delight in the sea's bounty with our Tuna Fish Salad. Flaky tuna mingles with crisp lettuce, refreshing cucumber, and a boiled egg, creating a satisfying medley of textures. Drizzled with a harmonious dressing of olive oil and salad cream, enhanced with the tang of basmati vinegar, this salad offers a fresh and flavourful dining experience.",12000,0,,,no,draft
Salad,Cole Slaw,,"Indulge in simplicity with our Coleslaw. A harmonious blend of finely shredded cabbage, crisp cucumber, and tender carrot come together in a creamy embrace of mayonnaise. This side dish is a refreshing and satisfying addition to any meal, offering a cool and crunchy bite that's both familiar and delightful.",5000,0,,,no,draft
Salad,Shrimp Cocktail Salad,,"Delight in a burst of flavours with our Shrimp Cocktail Salad. Zesty shrimp are paired with juicy tomatoes, vibrant green pepper, and crisp cucumber to create a refreshing medley. Served with a tangy vinaigrette, this salad offers a tantalizing combination of textures and tastes that's both light and satisfying.",12000,0,,,no,draft
Salad,Pasta Salad,,"Embrace a medley of textures and flavours with our Pasta Salad. Organic fusilli pasta forms the base of this creation, harmoniously combined with crisp cabbage, boiled egg, sweet corn, and tender carrot. Drizzled with a dressing featuring the richness of olive oil, the tang of balsamic vinegar, and the creaminess of salad cream, this dish offers a satisfying and diverse dining experience.",12000,0,,,no,draft
